2011	8	1	18-19	534
2011	8	1	19-20	708
2011	8	1	20-21	690
2011	8	1	21-22	246
2011	8	2	06-07	18
2011	8	2	07-08	36
2011	8	2	08-09	54
2011	8	2	09-10	54
2011	8	2	10-11	72
2011	8	2	11-12	96
2011	8	2	12-13	138
2011	8	2	13-14	168
2011	8	2	14-15	180
2011	8	2	15-16	366
2011	8	2	16-17	390
2011	8	2	17-18	426
2011	8	2	18-19	588
2011	8	2	19-20	690
2011	8	2	20-21	708
2011	8	2	21-22	210
2011	8	3	06-07	18
2011	8	3	07-08	36
2011	8	3	08-09	54
2011	8	3	09-10	54
2011	8	3	10-11	72
2011	8	3	11-12	96
2011	8	3	12-13	150
2011	8	3	13-14	186
2011	8	3	14-15	210
2011	8	3	15-16	324
2011	8	3	16-17	348
2011	8	3	17-18	450
2011	8	3	18-19	690
2011	8	3	19-20	672
2011	8	3	20-21	708
2011	8	3	21-22	204
2011	8	4	06-07	18
2011	8	4	07-08	54
2011	8	4	08-09	90
2011	8	4	09-10	96
2011	8	4	10-11	150
2011	8	4	11-12	228
2011	8	4	12-13	366
2011	8	4	13-14	462
2011	8	4	14-15	650
2011	8	4	15-16	690
2011	8	4	16-17	672
2011	8	4	17-18	690
2011	8	4	18-19	708
2011	8	4	19-20	690
2011	8	4	20-21	708
2011	8	4	21-22	402
2011	8	5	06-07	36
2011	8	5	07-08	54
2011	8	5	08-09	144
2011	8	5	09-10	174
2011	8	5	10-11	198
2011	8	5	11-12	228
2011	8	5	12-13	480
2011	8	5	13-14	462
2011	8	5	14-15	456
2011	8	5	15-16	650
2011	8	5	16-17	548
2011	8	5	17-18	588
2011	8	5	18-19	690
2011	8	5	19-20	650
2011	8	5	20-21	588
2011	8	5	21-22	324
2011	8	6	06-07	18
2011	8	6	07-08	54
2011	8	6	08-09	72
2011	8	6	09-10	108
2011	8	6	10-11	150
2011	8	6	11-12	246
2011	8	6	12-13	114
2011	8	6	13-14	348
2011	8	6	14-15	336
2011	8	6	15-16	324
2011	8	6	16-17	426
2011	8	6	17-18	650
2011	8	6	18-19	462
2011	8	6	19-20	402
2011	8	6	20-21	348
2011	8	6	21-22	252
2011	9	0	06-07	18
2011	9	0	07-08	36
2011	9	0	08-09	36
2011	9	0	09-10	54
2011	9	0	10-11	54
2011	9	0	11-12	90
2011	9	0	12-13	108
2011	9	0	13-14	144
2011	9	0	14-15	162
2011	9	0	15-16	210
2011	9	0	16-17	204
2011	9	0	17-18	348
2011	9	0	18-19	426
2011	9	0	19-20	650
2011	9	0	20-21	472
2011	9	0	21-22	180
2011	9	1	06-07	18
2011	9	1	07-08	36
2011	9	1	08-09	36
2011	9	1	09-10	54
2011	9	1	10-11	54
2011	9	1	11-12	72
2011	9	1	12-13	90
2011	9	1	13-14	90
2011	9	1	14-15	102
2011	9	1	15-16	186
2011	9	1	16-17	246
2011	9	1	17-18	288
2011	9	1	18-19	548
2011	9	1	19-20	456
2011	9	1	20-21	534
2011	9	1	21-22	168
2011	9	2	06-07	18
2011	9	2	07-08	36
2011	9	2	08-09	36
2011	9	2	09-10	54
2011	9	2	10-11	54
2011	9	2	11-12	72
2011	9	2	12-13	90
2011	9	2	13-14	72
2011	9	2	14-15	114
2011	9	2	15-16	168
2011	9	2	16-17	180
2011	9	2	17-18	366
2011	9	2	18-19	462
2011	9	2	19-20	426
2011	9	2	20-21	588
2011	9	2	21-22	156
2011	9	3	06-07	18
2011	9	3	07-08	36
2011	9	3	08-09	36
2011	9	3	09-10	36
2011	9	3	10-11	54
2011	9	3	11-12	54
2011	9	3	12-13	90
2011	9	3	13-14	108
2011	9	3	14-15	150
2011	9	3	15-16	186
2011	9	3	16-17	246
2011	9	3	17-18	324
2011	9	3	18-19	480
2011	9	3	19-20	588
2011	9	3	20-21	650
2011	9	3	21-22	228
2011	9	4	06-07	18
2011	9	4	07-08	54
2011	9	4	08-09	72
2011	9	4	09-10	90
2011	9	4	10-11	150
2011	9	4	11-12	210
2011	9	4	12-13	264
2011	9	4	13-14	462
2011	9	4	14-15	456
2011	9	4	15-16	512
2011	9	4	16-17	690
2011	9	4	17-18	672
2011	9	4	18-19	650
2011	9	4	19-20	708
2011	9	4	20-21	690
2011	9	4	21-22	396
2011	9	5	06-07	36
2011	9	5	07-08	72
2011	9	5	08-09	150
2011	9	5	09-10	156
2011	9	5	10-11	198
2011	9	5	11-12	210
2011	9	5	12-13	548
2011	9	5	13-14	534
2011	9	5	14-15	348
2011	9	5	15-16	408
2011	9	5	16-17	462
2011	9	5	17-18	426
2011	9	5	18-19	588
2011	9	5	19-20	650
2011	9	5	20-21	480
2011	9	5	21-22	234
2011	9	6	06-07	18
2011	9	6	07-08	54
2011	9	6	08-09	72
2011	9	6	09-10	108
2011	9	6	10-11	348
2011	9	6	11-12	192
2011	9	6	12-13	108
2011	9	6	13-14	252
2011	9	6	14-15	276
2011	9	6	15-16	462
2011	9	6	16-17	390
2011	9	6	17-18	324
2011	9	6	18-19	348
2011	9	6	19-20	384
2011	9	6	20-21	252
2011	9	6	21-22	120
2011	10	0	06-07	18
2011	10	0	07-08	36
2011	10	0	08-09	36
2011	10	0	09-10	36
2011	10	0	10-11	54
2011	10	0	11-12	90
